,BALANCE,PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,cluster
2534,74.254958,952.16,0.0,7000.0,913.3028730000001,174.963013,4
2535,9.526311999999999,92.02,0.0,1600.0,100.915736,82.436727,4
2536,95.853493,796.9,0.0,1950.0,1475.770687,160.568063,0
2537,772.206384,1319.19,1581.0264550000002,1200.0,2853.125011,528.790549,1
2538,533.1633780000001,0.0,930.378581,1800.0,1753.60425,206.790234,1
2539,66.65711999999999,585.87,0.0,10000.0,570.478919,182.61330900000002,4
2540,918.4018970000001,0.0,3176.804663,3500.0,4404.853578,254.74868700000002,1
2541,1630.676858,0.0,275.166058,1950.0,558.164261,495.63040599999994,3
2542,2384.257016,0.0,99.110887,2500.0,564.37975,847.0796369999999,3
2543,25.706551,133.86,0.0,9500.0,148.214416,167.952263,4
2544,956.303408,1451.5,0.0,1200.0,210.435488,886.458108,2
2545,40.627614,528.08,0.0,2000.0,384.32291299999997,174.894699,0
2546,5010.8797030000005,0.0,2181.390333,7000.0,1327.690018,1273.479311,3
2547,1822.2592350000002,0.0,1672.6535509999999,2500.0,589.389711,428.293387,3
2548,4936.9133409999995,407.81,2790.468488,5000.0,2189.546633,2473.4474370000003,3
2549,93.964086,815.34,0.0,2500.0,361.786239,125.69386599999999,4
2550,512.946312,4391.87,422.496562,16500.0,4962.461845000001,175.71313500000002,0
2551,680.889818,2445.24,0.0,3400.0,2082.619124,192.20043,2
2552,2177.338711,0.0,430.53407300000003,2500.0,943.9095550000001,663.690608,3
2553,1055.833418,351.54,0.0,3000.0,585.022975,251.539573,4
2554,153.94931100000002,0.0,3988.242395,11500.0,2699.969008,17.401529,4
2555,5906.184924,141.8,1651.286918,10000.0,933.969974,919.289675,3
2556,1061.394006,0.0,320.869981,8500.0,273.383468,319.905806,4
2558,126.018616,1218.24,0.0,5000.0,1040.6406470000002,153.824693,0
2559,462.59821500000004,1319.26,0.0,3500.0,98.01831800000001,281.813294,0
2560,195.575108,2984.34,0.0,14500.0,1885.940209,196.257674,4
2561,4759.70237,614.01,6791.261503,7500.0,7324.826511,1023.0383210000001,1
2562,1581.742203,0.0,335.348071,1800.0,463.88804000000005,448.969242,3
2563,1026.201421,0.0,244.88818999999998,1200.0,440.519737,320.383825,3
2564,1585.806548,0.0,274.3843,2000.0,566.302426,351.844812,3
2565,645.181409,0.0,2014.386387,1400.0,2185.891694,436.13514299999997,1
2566,237.86143900000002,569.02,1431.673728,3200.0,589.35887,186.59462,4
2567,297.004363,2729.0,0.0,16500.0,1275.398838,177.970856,4
2568,2895.765754,2753.35,0.0,9000.0,861.251403,906.390801,4
2569,14.58126,87.3,0.0,8000.0,669.7679009999999,162.269258,4
2570,310.795046,0.0,2810.45573,7500.0,2811.544882,111.33892800000001,4
2571,3470.3336729999996,1184.98,6370.145895000001,7000.0,4291.341088,946.341931,1
2572,989.0222289999999,0.0,559.2005280000001,1200.0,1071.879544,263.735953,3
2573,2048.834742,3342.9,436.15809,2500.0,1685.4413350000002,2766.440973,1
2574,3037.476732,1225.79,6560.3527380000005,5100.0,7799.250959,1347.127384,1
2575,1072.257388,0.0,39.265903,1200.0,286.46296,263.950897,3
2576,5097.916969,139.67,3365.3902689999995,6000.0,3313.162847,2759.80377,3
2577,975.8208619999999,66.72,0.0,1000.0,254.277454,199.50773999999998,3
2578,5827.830678,577.98,2191.528662,6000.0,1771.3650100000002,1842.7566199999999,3
2579,7543.580736,0.0,2925.55754,8500.0,1738.415018,1785.269757,3
2580,87.802127,803.95,0.0,1000.0,1134.379946,137.58490700000002,2
2581,3268.304631,340.57,2671.441618,6000.0,1282.359,1027.045756,3
2582,45.295495,451.01,0.0,7500.0,481.372024,172.53607,4
2583,234.183227,617.3,282.667958,2500.0,1436.2344369999998,169.80316000000002,0
2584,36.868846999999995,360.0,0.0,3000.0,286.431721,91.31394,4
2585,334.1265,0.0,1783.362859,1400.0,1811.5582370000002,176.97812199999998,1
2586,193.12653999999998,1955.98,0.0,2500.0,1891.721179,203.38255800000002,2
2587,443.20278899999994,350.31,153.17366299999998,4500.0,398.335288,223.457783,4
2588,23.39023,291.7,0.0,2500.0,453.889925,153.140825,4
2589,1872.9340170000003,382.5,0.0,1950.0,463.93879400000003,1005.849526,3
2590,2490.7875940000004,176.65,152.71213400000002,2500.0,857.9791339999999,746.423779,3
2591,3212.0938690000003,2203.68,1076.466158,6000.0,2007.453777,908.096391,0
2592,339.406259,14.28,0.0,10500.0,1263.292815,1486.059666,4
2593,11077.99148,3419.92,7837.4141420000005,12000.0,10934.50273,7294.953939,1
2594,899.195559,921.94,5903.7843840000005,5000.0,6368.638422999999,288.469452,1
2595,1154.410108,0.0,2593.398852,3000.0,2607.1102730000002,471.642521,1
2596,846.223191,437.6,4638.435613000001,14500.0,1092.822745,203.614145,4
2597,597.44365,0.0,36.582227,1500.0,1572.9051140000001,160.096384,1
2598,4413.803457,0.0,2007.044461,5000.0,1305.912583,1423.184018,3
2599,3586.05105,141.0,1072.3952550000001,4350.0,3843.7985909999998,11760.91651,1
2600,1965.755378,889.66,0.0,2500.0,2612.998677,691.369848,1
2601,19.897641,375.23,0.0,6000.0,390.112154,90.478454,4
2602,2740.10065,169.19,464.040014,3200.0,1108.374243,625.831281,3
2603,393.700868,0.0,673.6446179999999,1000.0,319.088414,185.010395,3
2604,459.134859,223.34,0.0,500.0,498.40193899999997,455.872675,1
2605,4805.164203,0.0,949.5878039999999,8500.0,1260.875219,1622.411952,3
2606,6668.982024,0.0,2230.439984,7500.0,1752.332514,2371.318646,3
2607,1238.049848,45.65,2475.656139,1500.0,2643.105215,477.49415199999993,1
2608,7801.511533,231.4,4109.465221,13500.0,1593.617739,1522.4967550000001,3
2609,1114.506863,602.07,0.0,1800.0,676.487532,248.438014,0
2610,1212.426549,265.22,0.0,3000.0,332.755679,441.11556399999995,4
2611,210.87050299999999,664.05,0.0,7500.0,728.19268,140.348508,4
2612,6493.033342000001,447.5,1664.4737400000001,8000.0,1907.5997399999999,1874.457189,3
2613,3106.0361829999997,2128.56,2346.894867,7200.0,5564.776852,697.4641330000001,1
2614,909.5601619999999,912.1,752.060162,1200.0,1476.333722,668.368282,1
2615,3633.533005,383.2,49.167984000000004,11000.0,1061.683135,953.456332,4
2616,86.650277,910.51,0.0,7000.0,884.056926,126.33724199999999,4
2617,86.547135,789.45,0.0,2500.0,1370.1717130000002,119.649702,0
2618,144.513072,758.5,0.0,3000.0,860.545375,192.201279,0
2619,1182.324933,0.0,258.13761,1200.0,503.164651,326.33653300000003,3
2620,32.821775,644.99,0.0,4000.0,579.016837,75.94409399999999,4
2622,119.60400800000001,1068.28,0.0,1000.0,828.169919,131.584974,2
2623,134.238558,420.0,0.0,7500.0,519.436959,190.475641,4
2624,128.48978,462.86,0.0,3000.0,381.3599,171.90371100000002,4
2625,749.168331,164.9,1806.0709190000002,2000.0,190.995312,244.58199700000003,3
2626,1544.585361,0.0,549.0628839999999,2000.0,408.068987,478.09786799999995,3
2627,172.131105,1666.95,0.0,2500.0,1326.099687,163.00003999999998,0
2628,266.475852,0.0,1560.735908,1500.0,792.623374,226.586503,3
2629,549.915249,1556.66,0.0,11000.0,2285.324243,178.691151,4
2631,8559.236795,170.0,3260.2960780000003,9000.0,1541.113331,4403.024728,3
2632,6810.401781999999,635.76,3863.40531,10000.0,3161.148768,3781.9076450000002,3
2633,2917.656276,141.81,2431.292076,8000.0,993.2899140000001,1013.0606369999999,3
2634,542.8074849999999,220.62,0.0,2000.0,608.782428,166.733071,4
2635,2362.643772,2826.99,0.0,3000.0,1748.6876280000001,984.3318320000001,2
2636,4164.796859,784.63,0.0,9000.0,1072.433416,1311.061985,4
2637,1304.460033,0.0,78.76309599999999,1500.0,395.136073,368.588193,3
2638,1601.692049,61.46,0.0,4000.0,399.369214,512.7597049999999,4
2639,4556.537803,1450.0,2260.73569,9000.0,1010.845518,917.5672619999999,3
2640,751.398349,1977.5,611.974158,3500.0,1068.0533779999998,267.917098,0
2641,1510.1117550000001,1895.25,0.0,9000.0,1711.89518,313.131912,4
2642,3490.855736,1039.48,4200.991254,9000.0,1091.424125,1048.661408,3
2643,6384.3604909999995,1856.84,2144.180453,7500.0,2275.6866059999998,1485.827109,3
2644,1327.653853,20.9,0.0,1500.0,287.690115,483.2481,3
2645,9226.646604000001,671.31,6171.934509000001,12000.0,2726.318749,3129.402094,3
2646,3441.5161740000003,358.68,0.0,7500.0,1376.000823,751.654272,4
2647,1117.34082,474.96,0.0,1000.0,609.8372009999999,3449.632561,1
2648,1828.6219600000002,0.0,689.185829,2300.0,2466.964742,471.940554,1
2649,3011.4699769999997,582.28,3325.302419,6500.0,2975.129814,1001.234058,3
2650,99.680638,0.0,437.39921100000004,10500.0,661.87877,122.779423,4
2651,1517.559661,0.0,456.39607699999993,1950.0,473.17571200000003,381.27230299999997,3
2652,101.02512800000001,0.0,1846.2520710000001,6500.0,5321.022187,82.04195899999999,0
2653,12.737355,152.73,0.0,1200.0,159.15045700000002,130.83188700000002,4
2654,1135.8163769999999,520.24,0.0,1200.0,706.6054389999999,785.964114,1
2655,24.1725,270.0,0.0,8500.0,378.193141,102.14984799999999,4
2656,763.696095,1229.42,0.0,7000.0,2422.735455,294.622525,0
2657,8073.909084000001,0.0,3860.6995859999997,8500.0,2414.3112969999997,2333.795712,3
2658,745.1576769999999,485.17,0.0,3000.0,191.11158700000001,285.884887,4
2659,32.915397999999996,192.99,0.0,6000.0,153.983501,137.922744,4
2660,8198.627284,0.0,2909.753084,14000.0,2141.722429,2007.048657,3
2661,623.955961,0.0,2119.7024030000002,1200.0,1838.8510030000002,174.872521,1
2662,2123.483416,2453.18,0.0,7500.0,517.974559,519.270488,4
2663,939.348677,50.0,0.0,1000.0,315.440785,628.156487,3
2664,1372.4861039999998,3005.25,315.120089,3000.0,3462.386054,405.078016,2
2665,123.05866999999999,151.92,0.0,3500.0,447.181346,171.75455,4
2666,72.794263,227.64,0.0,2500.0,159.044676,170.517535,4
2667,2376.965338,0.0,1321.906162,3000.0,549.4579480000001,557.916999,3
2668,57.257194999999996,472.5,0.0,7227.272727,598.240579,174.283792,4
2669,7499.658084000001,160.0,3603.7872020000004,13550.0,1962.972636,1849.3138969999998,3
2670,1564.3964,1330.0,1906.4352199999998,8000.0,1078.907798,825.485459,4
2671,4644.779013,4820.68,0.0,9200.0,1076.138168,1324.445876,0
2672,7418.314012000001,901.62,0.0,14500.0,2273.945099,1696.7867370000001,4
2673,6001.428376,0.0,2404.829712,9000.0,1369.8948050000001,1791.251295,3
2674,1127.139413,185.0,737.622804,6100.0,2166.388477,311.343748,4
2675,41.217844,221.48,0.0,13500.0,1242.51149,167.536373,4
2676,1565.577135,0.0,2676.476175,3000.0,3418.679368,477.674801,1
2677,5459.7853079999995,262.0,4212.521736,7000.0,1733.828367,1511.4836480000001,3
2678,166.29546299999998,449.26,7894.578815999999,9000.0,662.951526,183.275472,3
2679,19.294559,283.8,0.0,2000.0,267.972404,173.816768,4
2680,2478.0861579999996,531.48,6394.9235850000005,7000.0,11480.8742,772.60429,1
2681,5425.936219,209.9,8223.638112,7000.0,7723.416753,1274.178071,1
2682,5239.381493,0.0,9798.167329,10000.0,1345.580941,2011.806301,3
2683,142.278809,164.68,0.0,2500.0,539.762925,141.426265,4
2684,4192.143919,450.0,2480.749691,4500.0,1271.396821,3642.6159049999997,3
2685,2711.995096,600.0,5352.991545,5000.0,1536.48483,841.2464689999999,3
2686,432.79313099999996,540.13,0.0,6500.0,737.5229820000001,163.94759,4
2687,127.808682,2802.08,0.0,6500.0,2384.646953,160.547945,0
2688,374.276019,3589.05,0.0,6000.0,3493.1866950000003,173.10886100000002,2
2689,20.758677,548.01,0.0,1900.0,1049.6360650000001,55.511514,0
2690,2061.835735,0.0,4320.771337,4000.0,5451.599084,556.3279980000001,1
2691,1744.9568329999997,0.0,198.295367,1800.0,525.4618389999999,539.962551,3
2692,2241.092286,1260.0,2992.621714,6000.0,4582.168916,654.524925,1
2693,2857.5980219999997,0.0,5423.546535,6000.0,10794.668029999999,2053.136994,1
2694,1530.725391,0.0,59.670168000000004,1600.0,347.02884500000005,526.3847969999999,3
2695,337.478135,0.0,1620.674351,3000.0,978.2905820000001,216.74072,3
2696,5145.092629,1975.72,11834.20581,13500.0,9059.242461,1748.4638739999998,1
2697,4659.388091,1754.19,1248.153277,9500.0,1042.244606,1060.4567769999999,3
2698,2416.555714,2266.01,0.0,4000.0,4075.880525,1439.224679,2
2699,1467.212481,107.0,5203.612362,6000.0,268.31019399999997,569.623112,3
2700,1555.053764,168.0,0.0,1500.0,192.94709699999999,13453.34489,3
2701,127.062095,453.3,0.0,7000.0,593.965783,127.194961,4
2702,259.623619,377.79,0.0,1500.0,1575.021839,212.40251899999998,0
2703,28.445432,166.2,0.0,5500.0,236.02270299999998,97.531842,4
2705,1258.769693,142.0,0.0,1200.0,300.672826,6720.689968000001,3
2706,2865.386926,0.0,965.180677,6500.0,1186.905688,726.990921,3
2707,276.446975,1429.39,0.0,2800.0,1296.041874,193.607553,0
2708,2878.528369,0.0,1563.518213,3000.0,653.3061230000001,897.5464900000001,3
2709,499.409588,6636.91,109.21153500000001,8000.0,4290.962036999999,206.810115,2
2710,2489.057383,0.0,1668.403386,3000.0,1209.4225490000001,708.5628690000001,3
2711,44.463463,154.86,0.0,2500.0,182.661133,79.973646,4
2712,201.463946,2364.85,0.0,5000.0,1883.7622780000002,134.457412,0
2713,2508.850418,0.0,58.981572,6000.0,454.17621299999996,373.24155299999995,4
2714,35.942931,425.67,0.0,6500.0,439.687694,126.89533700000001,4
2715,440.186713,985.2,1055.502083,6000.0,1670.8694380000002,191.619507,4
2716,783.550476,175.8,2052.878473,2500.0,1647.886436,219.38440699999998,3
2717,511.569448,2938.32,0.0,7500.0,832.586508,265.118787,0
2718,5901.592192,1704.95,0.0,8000.0,1886.6922719999998,1474.409318,3
2719,210.61804700000002,290.0,0.0,2700.0,239.005926,171.36284799999999,4
2720,168.47331599999998,0.0,866.594079,1200.0,653.5101070000001,69.53986,3
2721,1136.796512,869.38,0.0,7000.0,1785.242525,418.490057,4
2722,738.956988,0.0,1561.1339580000001,1500.0,1979.193103,198.854631,1
2723,858.180885,3034.74,418.127352,6500.0,5159.89613,312.167299,2
2724,2065.035103,1462.6,0.0,3500.0,3587.267621,533.024631,2
2725,16.052971,127.0,0.0,4500.0,190.19503999999998,141.377809,4
2726,2263.795064,320.0,4510.237702,10000.0,5215.482972999999,502.88872699999996,3
2727,1527.905897,0.0,2918.216386,6500.0,337.499565,337.86933999999997,3
2728,5266.121863,9030.08,0.0,6000.0,7973.983573,6567.292367,2
2729,6804.186841,640.03,1898.318709,7100.0,1891.669441,1979.44478,3
2730,2836.605817,0.0,2025.02275,3000.0,508.048005,855.02392,3
2731,21.328087,512.35,0.0,2000.0,716.296679,99.218174,0
2732,259.15982,1971.9,19.395457999999998,1800.0,2170.921218,167.050694,2
2733,414.196362,794.53,0.0,2000.0,814.33642,150.284972,0
2734,141.781912,1401.4,0.0,1500.0,2759.9490600000004,673.097985,2
2735,30.530540999999996,360.1,0.0,1500.0,872.540799,177.17546000000002,0
2736,1198.763306,0.0,57.645727,1200.0,128.39674,7464.3266109999995,3
2737,6187.219303,2029.03,5933.125159,15000.0,8518.845677,1591.416385,3
2738,45.625764000000004,0.0,385.95051800000005,10000.0,256.79447799999997,116.200667,4
2739,358.011796,0.0,1795.200197,1950.0,4702.661168,501.48556500000007,1
2740,810.52348,985.33,0.0,5500.0,5964.049531000001,502.62305599999996,0
2741,2910.425009,0.0,2121.5049989999998,7500.0,3855.5123869999998,749.955592,3
2742,6784.2582760000005,12.64,4516.162598,10000.0,10813.82933,1661.5180890000001,1
2743,229.295689,2099.89,0.0,3000.0,2470.2559530000003,176.361201,2
2744,1465.716156,555.71,1304.0497070000001,1800.0,566.364739,585.8089570000001,3
2745,2315.997841,3643.93,780.459161,7500.0,1256.695062,680.4352230000001,0
2746,4202.1695,462.0,4776.10477,8000.0,1010.799168,1541.756326,3
2747,2085.013555,198.27,0.0,8000.0,748.549629,524.180778,4
2748,51.794503999999996,800.11,92.971171,4000.0,877.523458,183.608716,4
2749,13.363762,238.9,0.0,1000.0,197.86348999999998,68.752646,4
2750,1141.349418,6003.86,0.0,2500.0,6848.2375409999995,287.30865,2
2751,766.261051,1462.73,0.0,6000.0,202.561336,195.30668799999998,4
2752,155.566852,1303.78,0.0,10000.0,1392.740366,176.247286,4
2753,1168.692032,0.0,1027.967584,5000.0,588.925093,287.740551,4
2754,78.02735799999999,377.07,367.67227599999995,1500.0,1547.2719730000001,157.18024,2
2755,6671.450524,369.52,2578.5964480000002,7500.0,1303.259619,3772.048542,3
2756,3057.5536829999996,0.0,2037.648071,12500.0,7265.976143000001,847.170642,3
2757,343.00347400000004,3429.49,0.0,10500.0,2700.228732,211.71509500000002,0
2758,4360.2451869999995,703.23,0.0,4500.0,1372.421202,1377.09619,3
2759,2900.6687269999998,3056.73,0.0,10000.0,5402.934943,671.845831,0
2760,3569.8268780000003,3056.06,0.0,8500.0,2333.314296,899.222632,0
2761,3412.603461,3790.29,1384.9541390000002,9500.0,3362.9092299999998,915.744891,0
2762,1519.396916,0.0,1825.201472,2000.0,412.126381,527.787946,3
2763,1388.825312,974.42,1563.6462279999998,1500.0,1071.874614,757.902835,1
2764,12.313357,107.41,0.0,2500.0,128.57270400000002,91.316321,4
2765,300.14036200000004,2366.36,0.0,4000.0,2324.527168,184.88081200000002,0
2766,267.88448999999997,129.0,2496.7878140000003,12000.0,1974.2936949999998,72.930255,4
2767,179.882212,828.0,0.0,1000.0,649.951462,152.775223,2
2768,49.901311,790.65,0.0,4000.0,680.166806,145.25185,4
2769,468.138723,0.0,1478.6245119999999,1500.0,3198.435463,260.253382,1
2770,1197.052656,298.51,1362.13765,1700.0,2048.896136,486.579542,1
2771,2632.469367,0.0,535.955512,3000.0,737.932369,736.750992,3
2772,24.479088,90.0,0.0,2500.0,128.865057,124.844559,4
2773,1391.33075,530.5,0.0,1600.0,573.866182,482.49902099999997,1
2774,2748.868773,598.5,0.0,2000.0,518.300462,28483.25483,3
2775,1525.2734289999999,133.4,0.0,1500.0,568.44997,758.082192,3
2776,149.345328,1424.4,0.0,5000.0,1214.6767320000001,179.371816,0
2777,1364.390161,786.0,0.0,5000.0,599.4355860000001,323.619258,4
2778,2274.992396,1794.82,2373.651556,7000.0,722.123971,505.65312,4
2779,2611.4871559999997,0.0,2527.237714,6500.0,1155.285734,726.008517,3
2780,11930.784459999999,37.03,5171.7104420000005,14000.0,3042.9256609999998,2791.675875,3
2781,95.843629,1210.95,0.0,8000.0,1110.838265,127.36083700000002,4
2782,2518.2485039999997,1086.17,487.263992,3000.0,708.689089,1030.2660460000002,1
2783,6380.474771,4381.33,0.0,11500.0,1297.408037,2129.183138,0
2784,937.052256,2003.98,0.0,1200.0,1033.879447,725.200106,2
2785,1693.2878620000001,90.0,432.820851,1800.0,350.714526,666.121142,3
2786,111.90273300000001,1554.86,0.0,4000.0,1411.67445,128.35978799999998,0
2787,13.925680999999999,462.78,0.0,2000.0,1047.090159,119.325453,0
2788,3003.711667,349.45,0.0,2750.0,195.83062900000002,26378.90782,3
2789,13.750979999999998,214.38,0.0,1500.0,1458.242991,178.665615,0
2790,176.478557,600.0,0.0,1500.0,690.478077,77.300437,0
2791,2124.7205989999998,1006.01,0.0,5000.0,583.205075,579.876616,4
2792,6043.926807,0.0,538.044813,6500.0,1454.548208,3032.250188,3
2793,801.513783,1697.02,0.0,5500.0,959.353093,296.563549,0
2794,2791.652315,0.0,229.41721299999998,3000.0,548.068694,1298.976568,3
2795,1452.868602,93.34,0.0,1500.0,361.630594,995.2337259999999,3
2796,5311.5009979999995,2339.79,5930.1152329999995,6500.0,6865.056659999999,1486.657279,1
2797,58.142915,0.0,151.730077,1200.0,79.965023,136.403124,4
2798,1738.4543030000002,0.0,187.666429,7000.0,500.128525,407.848117,4
2799,115.376754,448.15,0.0,9000.0,423.56459400000006,174.871144,4
2800,1615.436077,2610.29,884.5708619999999,3600.0,689.414058,383.565211,0
2801,111.78994099999998,1157.94,0.0,7000.0,1209.8406029999999,179.358734,4
2802,11.4334,250.0,0.0,1800.0,1445.844749,84.417079,0
2803,169.019496,4769.98,0.0,4500.0,3998.3991409999994,178.551031,2
2804,1016.583226,120.0,0.0,1000.0,358.031022,853.500194,1
2805,111.72915400000001,824.1,344.28655699999996,6500.0,2961.848966,143.140487,0
2806,2486.194077,2869.17,0.0,5500.0,718.693733,596.134475,0
2807,2728.076143,155.32,713.751955,4500.0,630.56085,945.633907,3
2808,467.22099299999996,1110.17,814.088229,4000.0,2514.118359,185.12037800000002,0
2809,165.192464,206.32,0.0,3000.0,271.234786,162.988745,4
2810,2414.4357800000002,689.4,1156.608975,8500.0,1582.8864019999999,610.7586809999999,4
2811,2432.276042,7156.11,1543.726862,9500.0,1914.832296,621.422606,0
2812,1485.081634,48.22,106.22470200000001,1700.0,338.531014,542.822761,3
2813,1723.637852,660.61,144.154129,2000.0,396.20761,476.229722,3
2814,1738.802811,395.0,0.0,6000.0,566.494736,457.010558,4
2815,1912.691045,0.0,9553.955906000001,10000.0,19998.38969,637.003067,1
2816,302.142293,3612.24,0.0,10500.0,2866.24778,192.523653,0
2817,185.725079,456.05,0.0,3000.0,446.660021,160.229568,4
2818,2269.800656,0.0,3359.844146,3500.0,403.640958,967.007841,3
2819,750.070967,311.2,0.0,1000.0,544.179931,181.24305900000002,1
2820,2287.8542780000002,0.0,1176.120124,6000.0,3532.758968,551.975557,3
2821,7.817753,170.02,0.0,2000.0,373.02841,73.301702,4
2822,877.603886,7786.4,0.0,6500.0,7328.487542,2494.776569,2
2823,11642.60156,15108.47,0.0,12000.0,16005.45204,11652.56511,1
2824,2893.135916,0.0,1188.1274039999998,4000.0,877.652143,928.776392,3
2825,1589.083369,0.0,1527.089071,2000.0,287.35088199999996,411.73339300000004,3
2826,2540.711001,844.38,197.620055,7000.0,576.3127139999999,532.6521190000001,4
2827,1023.124791,1537.93,247.04197000000002,9000.0,1070.149971,235.24195899999998,4
2828,3937.87556,0.0,1767.100074,12000.0,2108.7905600000004,1046.614165,4
2829,1079.008102,0.0,1259.571764,1200.0,1379.6352869999998,271.364415,1
2830,2545.614986,0.0,1353.803704,3000.0,716.417015,947.7444130000001,3
2831,1659.414215,324.0,2039.7355760000003,4000.0,510.211233,542.325234,3
2832,4484.839808,591.3,1402.7220439999999,6500.0,1476.7311710000001,1233.335517,3
2833,335.360271,3237.47,0.0,2000.0,3137.11501,124.83121899999999,2
2834,8214.860286,5213.41,0.0,15000.0,2137.637765,2046.519248,0
2835,745.72702,137.7,0.0,2000.0,2443.9723289999997,3239.3950010000003,1
2836,302.091029,0.0,3688.086261,2000.0,4032.5263130000003,87.87225699999999,1
2837,438.55014400000005,3647.61,0.0,7500.0,3130.109064,172.078686,0
2838,646.745968,0.0,889.412824,1350.0,789.132988,184.544674,3
2839,9266.08054,100.0,4383.296268,17500.0,2444.1235469999997,2603.406476,3
2840,2735.4802640000003,100.0,6964.780053,9000.0,1129.128267,1362.5818869999998,3
2841,160.530303,299.38,836.768709,1200.0,41.244164000000005,89.772488,3
2842,2.386716,115.0,0.0,8500.0,99.456136,21.497532999999997,4
2843,199.753857,1569.23,0.0,7500.0,1480.652512,187.544352,4
2844,1647.990537,127.46,0.0,3500.0,414.257207,486.37873499999995,4
2845,1362.5513130000002,0.0,73.99384,1500.0,312.512407,357.297959,3
2846,2221.252825,0.0,6448.2472020000005,7000.0,397.799248,477.91503600000004,3
2847,101.138672,1411.82,0.0,3500.0,1357.403057,176.899874,0
2848,19.411374,229.92,0.0,2000.0,254.145406,142.37723200000002,4
2849,189.11961000000002,429.88,0.0,10000.0,723.776734,203.340471,4
2850,67.86054,295.64,0.0,3000.0,374.782336,68.395337,4
2851,1338.3176839999999,0.0,1961.7728100000002,2000.0,2313.97005,398.031823,1
2852,5099.850196,805.45,587.441992,5000.0,1922.2974149999998,3777.37996,1
2853,68.222735,537.68,0.0,3000.0,577.379225,182.870068,4
2854,4028.756012,361.07,0.0,4300.0,1279.931508,1537.985,3
2855,9.730297,99.24,0.0,1000.0,195.347822,104.21261700000001,4
2856,224.91534500000003,2330.0,0.0,7500.0,3795.4151770000003,194.174903,0
2857,1378.911019,0.0,454.31105099999996,1500.0,782.706659,424.42414800000006,3
2858,2017.9483469999998,1137.55,145.93864,2500.0,2416.247973,667.805708,1
2859,409.194212,1213.23,1751.419465,6000.0,5997.800728,178.41683799999998,0
2860,3130.53708,428.16,688.362421,4300.0,734.9315429999999,688.8478269999999,3
2861,1143.4090119999998,0.0,47.241537,1200.0,283.066151,353.608086,3
2862,4215.771256,0.0,7870.352951999999,7500.0,5197.380969,1561.708701,3
2863,54.952957,470.12,0.0,10000.0,1042.208975,178.10751299999998,4
2864,1539.46423,629.78,0.0,2000.0,559.336578,467.519551,3
2865,2589.500085,0.0,2529.709392,5000.0,1647.938923,687.719999,3
2866,798.0702259999999,660.02,189.780271,2050.0,1238.467693,328.24920299999997,0
2867,6877.333016,0.0,3801.1506,9000.0,1370.858877,1757.1482019999999,3
2868,234.544023,2453.46,0.0,6500.0,2869.9297739999997,199.539528,0
2869,4420.693904,0.0,3202.933702,4600.0,2831.140832,2544.866539,3
2870,5757.919072,5544.45,2722.524205,7000.0,2370.147958,2411.305205,1
2871,2341.625484,2153.83,0.0,7500.0,774.4989,688.1366,4
2872,1022.687467,409.92,177.186666,1000.0,774.611541,940.6574539999999,1
2873,1497.869891,806.64,0.0,1700.0,826.296904,857.418392,1
2874,115.34016299999999,54.67,727.568806,1200.0,410.867044,115.03558000000001,3
2875,1175.749847,848.26,1032.462268,1200.0,2117.531771,838.137478,1
2876,512.058666,921.2,0.0,5500.0,1851.553319,786.58816,4
2877,40.645069,636.83,0.0,7500.0,670.205252,182.97869599999999,4
2878,12323.84536,989.32,0.0,18000.0,9542.247486,2540.084696,3
2879,967.1776789999999,208.4,0.0,1000.0,431.40241399999996,846.724721,1
2880,97.453056,334.73,19.551802,2500.0,234.271939,117.29754199999999,4
2881,346.782576,961.12,0.0,7000.0,409.11342,373.884808,4
2882,32.228288,73.45,0.0,4000.0,25.162565,163.322311,4
2884,1902.444082,0.0,2272.984507,2500.0,2751.3733239999997,650.087006,1
2885,600.777518,760.38,0.0,4500.0,829.712416,186.053091,4
2886,2864.644318,135.0,4345.320169,7000.0,1626.504396,656.8586849999999,3
2887,4994.9572530000005,0.0,2539.708186,6400.0,1107.9884880000002,1242.754558,3
2888,5392.29598,0.0,4020.9308,8000.0,8237.315179000001,1167.409427,1
2889,1841.606048,0.0,2592.5163629999997,2500.0,372.508487,427.337579,3
2890,2809.125422,65.5,0.0,3000.0,534.051634,1900.0255309999998,3
2891,1305.7245380000002,509.88,93.01886400000001,1200.0,913.23046,1929.692587,1
2892,258.148852,433.2,0.0,6000.0,229.824503,162.31259599999998,4
2893,162.722336,222.7,0.0,4250.0,367.719858,166.661302,4
2894,4007.610043,83.0,9003.084705,10000.0,1308.0704779999999,1221.251121,3
2895,11.759081,100.94,0.0,6000.0,567.062237,134.693402,4
2896,1384.008582,0.0,102.319161,1500.0,183.35091,212.446542,3
2897,6980.228443999999,4400.0,913.3822949999999,10000.0,1530.593874,1596.2212359999999,0
2898,2964.124423,118.05,157.301178,3000.0,359.886515,17563.485419999997,3
2899,78.287038,1045.76,0.0,7000.0,944.999337,133.973858,4
2900,1307.937701,1280.58,0.0,1800.0,544.411381,337.179545,0
2901,27.93791,205.92,0.0,1200.0,327.26854199999997,110.28671100000001,4
2902,77.30591899999999,171.06,0.0,1500.0,329.58752799999996,148.763367,4
